fecha,hora,central,mwh
2024-02-21,19,Eolica Cerro Negro,57.17
2024-02-21,19,Eolica Punta Ventosa,24.04
2024-02-21,19,Eolica Loma Larga,33.66
2024-02-21,19,Eolica Vientos del Sur,54.29
2024-02-21,19,Termoelectrica Bahia Norte,235.20
2024-02-21,19,Termoelectrica Valle Central,181.03
2024-02-21,19,Termoelectrica Puerto Nuevo,334.47
2024-02-21,19,Termoelectrica Costa Brava,376.69
2024-02-21,19,Termoelectrica Peninsula Gris,224.31
2024-02-21,19,Diesel Respaldo Cordillera,0.00
2024-02-21,20,Central Rio Manso Alto,232.95
2024-02-21,20,Central Salto del Pehuen,168.50
2024-02-21,20,Central Quebrada Azul,86.03
2024-02-21,20,Central Lago Ventisquero,57.23
2024-02-21,20,Central Vega Escondida,127.69
2024-02-21,20,Parque Solar Pampa Alta,0.00
2024-02-21,20,Parque Solar Llano Blanco,0.00
2024-02-21,20,Parque Solar Salar Nuevo,0.00
2024-02-21,20,Parque Solar Cerro Dorado,0.00
2024-02-21,20,Parque Solar Media Luna,0.00
2024-02-21,20,Eolica Cerro Negro,65.87
2024-02-21,20,Eolica Punta Ventosa,20.48
2024-02-21,20,Eolica Loma Larga,41.61
2024-02-21,20,Eolica Vientos del Sur,61.80
2024-02-21,20,Termoelectrica Bahia Norte,236.11
2024-02-21,20,Termoelectrica Valle Central,174.55
2024-02-21,20,Termoelectrica Puerto Nuevo,326.16
2024-02-21,20,Termoelectrica Costa Brava,377.68
2024-02-21,20,Termoelectrica Peninsula Gris,213.56
2024-02-21,20,Diesel Respaldo Cordillera,0.00
2024-02-21,21,Central Rio Manso Alto,228.00
2024-02-21,21,Central Salto del Pehuen,160.77
2024-02-21,21,Central Quebrada Azul,88.89
2024-02-21,21,Central Lago Ventisquero,58.62
2024-02-21,21,Central Vega Escondida,118.59
2024-02-21,21,Parque Solar Pampa Alta,0.00
2024-02-21,21,Parque Solar Llano Blanco,0.00
2024-02-21,21,Parque Solar Salar Nuevo,0.00
2024-02-21,21,Parque Solar Cerro Dorado,0.00
2024-02-21,21,Parque Solar Media Luna,0.00
2024-02-21,21,Eolica Cerro Negro,83.11
2024-02-21,21,Eolica Punta Ventosa,31.50
2024-02-21,21,Eolica Loma Larga,38.68
2024-02-21,21,Eolica Vientos del Sur,71.73
2024-02-21,21,Termoelectrica Bahia Norte,230.14
2024-02-21,21,Termoelectrica Valle Central,169.86
2024-02-21,21,Termoelectrica Puerto Nuevo,318.69
2024-02-21,21,Termoelectrica Costa Brava,404.69
2024-02-21,21,Termoelectrica Peninsula Gris,224.49
2024-02-21,21,Diesel Respaldo Cordillera,0.00
2024-02-21,22,Central Rio Manso Alto,229.57
2024-02-21,22,Central Salto del Pehuen,154.18
2024-02-21,22,Central Quebrada Azul,87.32
2024-02-21,22,Central Lago Ventisquero,51.94
2024-02-21,22,Central Vega Escondida,127.77
2024-02-21,22,Parque Solar Pampa Alta,0.00
2024-02-21,22,Parque Solar Llano Blanco,0.00
2024-02-21,22,Parque Solar Salar Nuevo,0.00
2024-02-21,22,Parque Solar Cerro Dorado,0.00
2024-02-21,22,Parque Solar Media Luna,0.00
2024-02-21,22,Eolica Cerro Negro,77.73
2024-02-21,22,Eolica Punta Ventosa,31.88
2024-02-21,22,Eolica Loma Larga,45.72
2024-02-21,22,Eolica Vientos del Sur,83.72
2024-02-21,22,Termoelectrica Bahia Norte,221.96
2024-02-21,22,Termoelectrica Valle Central,175.42
2024-02-21,22,Termoelectrica Puerto Nuevo,340.00
2024-02-21,22,Termoelectrica Costa Brava,382.93
2024-02-21,22,Termoelectrica Peninsula Gris,221.17
2024-02-21,22,Diesel Respaldo Cordillera,0.00
2024-02-21,23,Central Rio Manso Alto,226.56
2024-02-21,23,Central Salto del Pehuen,166.32
2024-02-21,23,Central Quebrada Azul,88.64
2024-02-21,23,Central Lago Ventisquero,52.19
2024-02-21,23,Central Vega Escondida,125.80
2024-02-21,23,Parque Solar Pampa Alta,0.00
2024-02-21,23,Parque Solar Llano Blanco,0.00
2024-02-21,23,Parque Solar Salar Nuevo,0.00
2024-02-21,23,Parque Solar Cerro Dorado,0.00
2024-02-21,23,Parque Solar Media Luna,0.00
2024-02-21,23,Eolica Cerro Negro,60.83
2024-02-21,23,Eolica Punta Ventosa,30.80
2024-02-21,23,Eolica Loma Larga,40.57
2024-02-21,23,Eolica Vientos del Sur,83.07
2024-02-21,23,Termoelectrica Bahia Norte,217.32
2024-02-21,23,Termoelectrica Valle Central,172.01
2024-02-21,23,Termoelectrica Puerto Nuevo,340.00
2024-02-21,23,Termoelectrica Costa Brava,377.93
2024-02-21,23,Termoelectrica Peninsula Gris,217.73
2024-02-21,23,Diesel Respaldo Cordillera,0.00
2024-02-22,0,Central Rio Manso Alto,226.24
2024-02-22,0,Central Salto del Pehuen,140.85
2024-02-22,0,Central Quebrada Azul,83.28
2024-02-22,0,Central Lago Ventisquero,53.66
2024-02-22,0,Central Vega Escondida,117.15
2024-02-22,0,Parque Solar Pampa Alta,0.00
2024-02-22,0,Parque Solar Llano Blanco,0.00
2024-02-22,0,Parque Solar Salar Nuevo,0.00
2024-02-22,0,Parque Solar Cerro Dorado,0.00
2024-02-22,0,Parque Solar Media Luna,0.00
2024-02-22,0,Eolica Cerro Negro,61.15
2024-02-22,0,Eolica Punta Ventosa,32.15
2024-02-22,0,Eolica Loma Larga,36.30
2024-02-22,0,Eolica Vientos del Sur,63.64
2024-02-22,0,Termoelectrica Bahia Norte,235.22
2024-02-22,0,Termoelectrica Valle Central,183.24
2024-02-22,0,Termoelectrica Puerto Nuevo,326.93
2024-02-22,0,Termoelectrica Costa Brava,383.33
2024-02-22,0,Termoelectrica Peninsula Gris,196.10
2024-02-22,0,Diesel Respaldo Cordillera,0.00
2024-02-22,1,Central Rio Manso Alto,208.13
2024-02-22,1,Central Salto del Pehuen,154.94
2024-02-22,1,Central Quebrada Azul,87.50
2024-02-22,1,Central Lago Ventisquero,55.38
2024-02-22,1,Central Vega Escondida,119.45
2024-02-22,1,Parque Solar Pampa Alta,0.00
2024-02-22,1,Parque Solar Llano Blanco,0.00
2024-02-22,1,Parque Solar Salar Nuevo,0.00
2024-02-22,1,Parque Solar Cerro Dorado,0.00
2024-02-22,1,Parque Solar Media Luna,0.00
2024-02-22,1,Eolica Cerro Negro,70.66
2024-02-22,1,Eolica Punta Ventosa,31.66
2024-02-22,1,Eolica Loma Larga,31.12
2024-02-22,1,Eolica Vientos del Sur,98.79
2024-02-22,1,Termoelectrica Bahia Norte,240.09
2024-02-22,1,Termoelectrica Valle Central,186.43
2024-02-22,1,Termoelectrica Puerto Nuevo,330.47
2024-02-22,1,Termoelectrica Costa Brava,395.55
2024-02-22,1,Termoelectrica Peninsula Gris,210.05
2024-02-22,1,Diesel Respaldo Cordillera,0.00
2024-02-22,2,Central Rio Manso Alto,217.96
2024-02-22,2,Central Salto del Pehuen,148.13
2024-02-22,2,Central Quebrada Azul,86.91
2024-02-22,2,Central Lago Ventisquero,54.77
2024-02-22,2,Central Vega Escondida,118.70
2024-02-22,2,Parque Solar Pampa Alta,0.00
2024-02-22,2,Parque Solar Llano Blanco,0.00
2024-02-22,2,Parque Solar Salar Nuevo,0.00
2024-02-22,2,Parque Solar Cerro Dorado,0.00
2024-02-22,2,Parque Solar Media Luna,0.00
2024-02-22,2,Eolica Cerro Negro,70.50
2024-02-22,2,Eolica Punta Ventosa,47.59
2024-02-22,2,Eolica Loma Larga,26.01
2024-02-22,2,Eolica Vientos del Sur,109.07
2024-02-22,2,Termoelectrica Bahia Norte,228.67
2024-02-22,2,Termoelectrica Valle Central,190.38
2024-02-22,2,Termoelectrica Puerto Nuevo,311.00
2024-02-22,2,Termoelectrica Costa Brava,396.85
2024-02-22,2,Termoelectrica Peninsula Gris,193.74
2024-02-22,2,Diesel Respaldo Cordillera,0.00
2024-02-22,3,Central Rio Manso Alto,213.47
2024-02-22,3,Central Salto del Pehuen,145.20
2024-02-22,3,Central Quebrada Azul,97.02
2024-02-22,3,Central Lago Ventisquero,50.87
2024-02-22,3,Central Vega Escondida,119.98
2024-02-22,3,Parque Solar Pampa Alta,0.00
2024-02-22,3,Parque Solar Llano Blanco,0.00
2024-02-22,3,Parque Solar Salar Nuevo,0.00
2024-02-22,3,Parque Solar Cerro Dorado,0.00
2024-02-22,3,Parque Solar Media Luna,0.00
2024-02-22,3,Eolica Cerro Negro,99.86
2024-02-22,3,Eolica Punta Ventosa,53.67
2024-02-22,3,Eolica Loma Larga,36.93
2024-02-22,3,Eolica Vientos del Sur,97.37
2024-02-22,3,Termoelectrica Bahia Norte,228.41
2024-02-22,3,Termoelectrica Valle Central,180.76
2024-02-22,3,Termoelectrica Puerto Nuevo,289.28
2024-02-22,3,Termoelectrica Costa Brava,403.66
2024-02-22,3,Termoelectrica Peninsula Gris,207.00
2024-02-22,3,Diesel Respaldo Cordillera,0.00
2024-02-22,4,Central Rio Manso Alto,212.78
2024-02-22,4,Central Salto del Pehuen,150.65
2024-02-22,4,Central Quebrada Azul,86.64
2024-02-22,4,Central Lago Ventisquero,53.17
2024-02-22,4,Central Vega Escondida,109.71
2024-02-22,4,Parque Solar Pampa Alta,0.00
2024-02-22,4,Parque Solar Llano Blanco,0.00
2024-02-22,4,Parque Solar Salar Nuevo,0.00
2024-02-22,4,Parque Solar Cerro Dorado,0.00
2024-02-22,4,Parque Solar Media Luna,0.00
2024-02-22,4,Eolica Cerro Negro,94.82
2024-02-22,4,Eolica Punta Ventosa,65.61
2024-02-22,4,Eolica Loma Larga,31.08
2024-02-22,4,Eolica Vientos del Sur,91.29
2024-02-22,4,Termoelectrica Bahia Norte,227.24
2024-02-22,4,Termoelectrica Valle Central,181.08
2024-02-22,4,Termoelectrica Puerto Nuevo,308.56
2024-02-22,4,Termoelectrica Costa Brava,400.15
2024-02-22,4,Termoelectrica Peninsula Gris,189.39
2024-02-22,4,Diesel Respaldo Cordillera,0.00
2024-02-22,5,Central Rio Manso Alto,209.07
2024-02-22,5,Central Salto del Pehuen,150.31
2024-02-22,5,Central Quebrada Azul,89.19
2024-02-22,5,Central Lago Ventisquero,52.52
2024-02-22,5,Central Vega Escondida,126.41
2024-02-22,5,Parque Solar Pampa Alta,0.00
2024-02-22,5,Parque Solar Llano Blanco,0.00
2024-02-22,5,Parque Solar Salar Nuevo,0.00
2024-02-22,5,Parque Solar Cerro Dorado,0.00
2024-02-22,5,Parque Solar Media Luna,0.00
2024-02-22,5,Eolica Cerro Negro,86.98
2024-02-22,5,Eolica Punta Ventosa,45.43
2024-02-22,5,Eolica Loma Larga,31.58
2024-02-22,5,Eolica Vientos del Sur,83.34
2024-02-22,5,Termoelectrica Bahia Norte,226.17
2024-02-22,5,Termoelectrica Valle Central,184.10
2024-02-22,5,Termoelectrica Puerto Nuevo,313.74
2024-02-22,5,Termoelectrica Costa Brava,406.18
2024-02-22,5,Termoelectrica Peninsula Gris,197.61
2024-02-22,5,Diesel Respaldo Cordillera,0.00
2024-02-22,6,Central Rio Manso Alto,218.28
2024-02-22,6,Central Salto del Pehuen,144.95
2024-02-22,6,Central Quebrada Azul,93.68
2024-02-22,6,Central Lago Ventisquero,54.97
2024-02-22,6,Central Vega Escondida,114.66
2024-02-22,6,Parque Solar Pampa Alta,0.00
2024-02-22,6,Parque Solar Llano Blanco,0.00
2024-02-22,6,Parque Solar Salar Nuevo,0.00
2024-02-22,6,Parque Solar Cerro Dorado,0.00
2024-02-22,6,Parque Solar Media Luna,0.00
2024-02-22,6,Eolica Cerro Negro,91.73
2024-02-22,6,Eolica Punta Ventosa,37.80
2024-02-22,6,Eolica Loma Larga,37.84
2024-02-22,6,Eolica Vientos del Sur,75.87
2024-02-22,6,Termoelectrica Bahia Norte,237.40
2024-02-22,6,Termoelectrica Valle Central,186.97
2024-02-22,6,Termoelectrica Puerto Nuevo,318.68
2024-02-22,6,Termoelectrica Costa Brava,387.81
2024-02-22,6,Termoelectrica Peninsula Gris,196.84
2024-02-22,6,Diesel Respaldo Cordillera,0.00
2024-02-22,7,Central Rio Manso Alto,207.58
2024-02-22,7,Central Salto del Pehuen,156.24
2024-02-22,7,Central Quebrada Azul,86.29
2024-02-22,7,Central Lago Ventisquero,51.83
2024-02-22,7,Central Vega Escondida,118.32
2024-02-22,7,Parque Solar Pampa Alta,21.83
2024-02-22,7,Parque Solar Llano Blanco,16.17
2024-02-22,7,Parque Solar Salar Nuevo,21.74
2024-02-22,7,Parque Solar Cerro Dorado,10.74
2024-02-22,7,Parque Solar Media Luna,8.60
2024-02-22,7,Eolica Cerro Negro,75.20
2024-02-22,7,Eolica Punta Ventosa,37.99
2024-02-22,7,Eolica Loma Larga,40.88
2024-02-22,7,Eolica Vientos del Sur,72.83
2024-02-22,7,Termoelectrica Bahia Norte,245.07
2024-02-22,7,Termoelectrica Valle Central,182.57
2024-02-22,7,Termoelectrica Puerto Nuevo,322.13
2024-02-22,7,Termoelectrica Costa Brava,393.27
2024-02-22,7,Termoelectrica Peninsula Gris,202.82
2024-02-22,7,Diesel Respaldo Cordillera,0.00
2024-02-22,8,Central Rio Manso Alto,220.77
2024-02-22,8,Central Salto del Pehuen,143.47
2024-02-22,8,Central Quebrada Azul,91.67
2024-02-22,8,Central Lago Ventisquero,54.89
2024-02-22,8,Central Vega Escondida,121.11
2024-02-22,8,Parque Solar Pampa Alta,64.22
2024-02-22,8,Parque Solar Llano Blanco,47.57
2024-02-22,8,Parque Solar Salar Nuevo,63.95
2024-02-22,8,Parque Solar Cerro Dorado,31.60
2024-02-22,8,Parque Solar Media Luna,25.31
2024-02-22,8,Eolica Cerro Negro,78.89
2024-02-22,8,Eolica Punta Ventosa,32.24
2024-02-22,8,Eolica Loma Larga,49.94
2024-02-22,8,Eolica Vientos del Sur,83.80
2024-02-22,8,Termoelectrica Bahia Norte,250.71
2024-02-22,8,Termoelectrica Valle Central,186.11
2024-02-22,8,Termoelectrica Puerto Nuevo,317.56
2024-02-22,8,Termoelectrica Costa Brava,397.21
2024-02-22,8,Termoelectrica Peninsula Gris,207.50
2024-02-22,8,Diesel Respaldo Cordillera,0.00
2024-02-22,9,Central Rio Manso Alto,238.78
2024-02-22,9,Central Salto del Pehuen,151.09
2024-02-22,9,Central Quebrada Azul,87.54
2024-02-22,9,Central Lago Ventisquero,53.01
2024-02-22,9,Central Vega Escondida,118.78
2024-02-22,9,Parque Solar Pampa Alta,102.88
2024-02-22,9,Parque Solar Llano Blanco,76.21
2024-02-22,9,Parque Solar Salar Nuevo,102.44
2024-02-22,9,Parque Solar Cerro Dorado,50.63
2024-02-22,9,Parque Solar Media Luna,40.55
2024-02-22,9,Eolica Cerro Negro,75.05
2024-02-22,9,Eolica Punta Ventosa,26.63
2024-02-22,9,Eolica Loma Larga,40.83
2024-02-22,9,Eolica Vientos del Sur,81.26
2024-02-22,9,Termoelectrica Bahia Norte,250.11
2024-02-22,9,Termoelectrica Valle Central,180.78
2024-02-22,9,Termoelectrica Puerto Nuevo,308.99
2024-02-22,9,Termoelectrica Costa Brava,404.30
2024-02-22,9,Termoelectrica Peninsula Gris,214.46
2024-02-22,9,Diesel Respaldo Cordillera,0.00
2024-02-22,10,Central Rio Manso Alto,228.59
2024-02-22,10,Central Salto del Pehuen,150.14
2024-02-22,10,Central Quebrada Azul,85.25
2024-02-22,10,Central Lago Ventisquero,54.43
2024-02-22,10,Central Vega Escondida,132.85
2024-02-22,10,Parque Solar Pampa Alta,135.56
2024-02-22,10,Parque Solar Llano Blanco,100.41
2024-02-22,10,Parque Solar Salar Nuevo,134.98
2024-02-22,10,Parque Solar Cerro Dorado,66.71
2024-02-22,10,Parque Solar Media Luna,53.43
2024-02-22,10,Eolica Cerro Negro,88.46
2024-02-22,10,Eolica Punta Ventosa,34.67
2024-02-22,10,Eolica Loma Larga,43.01
2024-02-22,10,Eolica Vientos del Sur,82.92
2024-02-22,10,Termoelectrica Bahia Norte,239.45
2024-02-22,10,Termoelectrica Valle Central,183.02
2024-02-22,10,Termoelectrica Puerto Nuevo,321.17
2024-02-22,10,Termoelectrica Costa Brava,399.62
2024-02-22,10,Termoelectrica Peninsula Gris,189.13
2024-02-22,10,Diesel Respaldo Cordillera,0.00
2024-02-22,11,Central Rio Manso Alto,237.94
2024-02-22,11,Central Salto del Pehuen,150.10
2024-02-22,11,Central Quebrada Azul,87.57
2024-02-22,11,Central Lago Ventisquero,52.84
2024-02-22,11,Central Vega Escondida,128.36
2024-02-22,11,Parque Solar Pampa Alta,160.36
2024-02-22,11,Parque Solar Llano Blanco,118.78
2024-02-22,11,Parque Solar Salar Nuevo,159.68
2024-02-22,11,Parque Solar Cerro Dorado,78.92
2024-02-22,11,Parque Solar Media Luna,63.20
2024-02-22,11,Eolica Cerro Negro,91.17
2024-02-22,11,Eolica Punta Ventosa,40.70
2024-02-22,11,Eolica Loma Larga,38.84
2024-02-22,11,Eolica Vientos del Sur,93.37
2024-02-22,11,Termoelectrica Bahia Norte,236.17
2024-02-22,11,Termoelectrica Valle Central,186.82
2024-02-22,11,Termoelectrica Puerto Nuevo,319.94
2024-02-22,11,Termoelectrica Costa Brava,413.72
2024-02-22,11,Termoelectrica Peninsula Gris,212.05
2024-02-22,11,Diesel Respaldo Cordillera,0.00
2024-02-22,12,Central Rio Manso Alto,218.42
2024-02-22,12,Central Salto del Pehuen,156.92
2024-02-22,12,Central Quebrada Azul,90.42
2024-02-22,12,Central Lago Ventisquero,56.09
2024-02-22,12,Central Vega Escondida,118.79
2024-02-22,12,Parque Solar Pampa Alta,175.84
2024-02-22,12,Parque Solar Llano Blanco,130.25
2024-02-22,12,Parque Solar Salar Nuevo,175.10
2024-02-22,12,Parque Solar Cerro Dorado,86.53
2024-02-22,12,Parque Solar Media Luna,69.30
2024-02-22,12,Eolica Cerro Negro,97.38
2024-02-22,12,Eolica Punta Ventosa,35.81
2024-02-22,12,Eolica Loma Larga,48.81
2024-02-22,12,Eolica Vientos del Sur,100.32
2024-02-22,12,Termoelectrica Bahia Norte,244.27
2024-02-22,12,Termoelectrica Valle Central,195.25
2024-02-22,12,Termoelectrica Puerto Nuevo,340.00
2024-02-22,12,Termoelectrica Costa Brava,384.88
2024-02-22,12,Termoelectrica Peninsula Gris,198.19
2024-02-22,12,Diesel Respaldo Cordillera,0.00
2024-02-22,13,Central Rio Manso Alto,212.42
2024-02-22,13,Central Salto del Pehuen,155.81
2024-02-22,13,Central Quebrada Azul,87.09
2024-02-22,13,Central Lago Ventisquero,49.34
2024-02-22,13,Central Vega Escondida,126.88
2024-02-22,13,Parque Solar Pampa Alta,181.11
2024-02-22,13,Parque Solar Llano Blanco,134.15
2024-02-22,13,Parque Solar Salar Nuevo,180.34
2024-02-22,13,Parque Solar Cerro Dorado,89.12
2024-02-22,13,Parque Solar Media Luna,0.00
2024-02-22,13,Eolica Cerro Negro,98.14
2024-02-22,13,Eolica Punta Ventosa,34.13
2024-02-22,13,Eolica Loma Larga,40.30
2024-02-22,13,Eolica Vientos del Sur,89.79
2024-02-22,13,Termoelectrica Bahia Norte,241.40
2024-02-22,13,Termoelectrica Valle Central,188.12
2024-02-22,13,Termoelectrica Puerto Nuevo,328.05
2024-02-22,13,Termoelectrica Costa Brava,411.76
2024-02-22,13,Termoelectrica Peninsula Gris,199.38
2024-02-22,13,Diesel Respaldo Cordillera,0.00
2024-02-22,14,Central Rio Manso Alto,222.78
2024-02-22,14,Central Salto del Pehuen,161.29
2024-02-22,14,Central Quebrada Azul,89.26
2024-02-22,14,Central Lago Ventisquero,52.73
2024-02-22,14,Central Vega Escondida,126.88
2024-02-22,14,Parque Solar Pampa Alta,175.84
2024-02-22,14,Parque Solar Llano Blanco,130.25
2024-02-22,14,Parque Solar Salar Nuevo,175.10
2024-02-22,14,Parque Solar Cerro Dorado,86.53
2024-02-22,14,Parque Solar Media Luna,0.00
2024-02-22,14,Eolica Cerro Negro,107.16
2024-02-22,14,Eolica Punta Ventosa,35.12
2024-02-22,14,Eolica Loma Larga,24.43
2024-02-22,14,Eolica Vientos del Sur,74.61
2024-02-22,14,Termoelectrica Bahia Norte,237.41
2024-02-22,14,Termoelectrica Valle Central,193.46
2024-02-22,14,Termoelectrica Puerto Nuevo,319.42
2024-02-22,14,Termoelectrica Costa Brava,399.04
2024-02-22,14,Termoelectrica Peninsula Gris,197.07
2024-02-22,14,Diesel Respaldo Cordillera,0.00
2024-02-22,15,Central Rio Manso Alto,216.36
2024-02-22,15,Central Salto del Pehuen,140.95
2024-02-22,15,Central Quebrada Azul,90.23
2024-02-22,15,Central Lago Ventisquero,55.82
2024-02-22,15,Central Vega Escondida,128.47
2024-02-22,15,Parque Solar Pampa Alta,160.36
2024-02-22,15,Parque Solar Llano Blanco,118.78
2024-02-22,15,Parque Solar Salar Nuevo,159.68
2024-02-22,15,Parque Solar Cerro Dorado,78.92
2024-02-22,15,Parque Solar Media Luna,0.00
2024-02-22,15,Eolica Cerro Negro,114.21
2024-02-22,15,Eolica Punta Ventosa,36.15
2024-02-22,15,Eolica Loma Larga,39.39
2024-02-22,15,Eolica Vientos del Sur,87.57
2024-02-22,15,Termoelectrica Bahia Norte,229.19
2024-02-22,15,Termoelectrica Valle Central,188.19
2024-02-22,15,Termoelectrica Puerto Nuevo,328.23
2024-02-22,15,Termoelectrica Costa Brava,397.10
2024-02-22,15,Termoelectrica Peninsula Gris,198.01
2024-02-22,15,Diesel Respaldo Cordillera,0.00
2024-02-22,16,Central Rio Manso Alto,208.16
2024-02-22,16,Central Salto del Pehuen,161.76
2024-02-22,16,Central Quebrada Azul,89.59
2024-02-22,16,Central Lago Ventisquero,50.51
2024-02-22,16,Central Vega Escondida,121.32
2024-02-22,16,Parque Solar Pampa Alta,135.56
2024-02-22,16,Parque Solar Llano Blanco,100.41
2024-02-22,16,Parque Solar Salar Nuevo,134.98
2024-02-22,16,Parque Solar Cerro Dorado,66.71
2024-02-22,16,Parque Solar Media Luna,0.00
2024-02-22,16,Eolica Cerro Negro,91.14
2024-02-22,16,Eolica Punta Ventosa,28.33
2024-02-22,16,Eolica Loma Larga,41.60
2024-02-22,16,Eolica Vientos del Sur,66.10
2024-02-22,16,Termoelectrica Bahia Norte,231.84
2024-02-22,16,Termoelectrica Valle Central,192.00
2024-02-22,16,Termoelectrica Puerto Nuevo,311.47
2024-02-22,16,Termoelectrica Costa Brava,412.90
2024-02-22,16,Termoelectrica Peninsula Gris,207.02
2024-02-22,16,Diesel Respaldo Cordillera,0.00
2024-02-22,17,Central Rio Manso Alto,220.33
2024-02-22,17,Central Salto del Pehuen,146.67
2024-02-22,17,Central Quebrada Azul,88.19
2024-02-22,17,Central Lago Ventisquero,55.13
2024-02-22,17,Central Vega Escondida,124.52
2024-02-22,17,Parque Solar Pampa Alta,102.88
2024-02-22,17,Parque Solar Llano Blanco,76.21
2024-02-22,17,Parque Solar Salar Nuevo,102.44
2024-02-22,17,Parque Solar Cerro Dorado,50.63
2024-02-22,17,Parque Solar Media Luna,0.00
2024-02-22,17,Eolica Cerro Negro,92.57
2024-02-22,17,Eolica Punta Ventosa,8.42
2024-02-22,17,Eolica Loma Larga,40.57
2024-02-22,17,Eolica Vientos del Sur,76.91
2024-02-22,17,Termoelectrica Bahia Norte,233.42
2024-02-22,17,Termoelectrica Valle Central,185.75
2024-02-22,17,Termoelectrica Puerto Nuevo,316.45
2024-02-22,17,Termoelectrica Costa Brava,400.98
2024-02-22,17,Termoelectrica Peninsula Gris,207.04
2024-02-22,17,Diesel Respaldo Cordillera,0.00
2024-02-22,18,Central Rio Manso Alto,225.80
2024-02-22,18,Central Salto del Pehuen,153.73
2024-02-22,18,Central Quebrada Azul,93.03
2024-02-22,18,Central Lago Ventisquero,57.61
2024-02-22,18,Central Vega Escondida,118.48
2024-02-22,18,Parque Solar Pampa Alta,64.22
2024-02-22,18,Parque Solar Llano Blanco,47.57
2024-02-22,18,Parque Solar Salar Nuevo,63.95
2024-02-22,18,Parque Solar Cerro Dorado,31.60
2024-02-22,18,Parque Solar Media Luna,0.00
2024-02-22,18,Eolica Cerro Negro,63.84
2024-02-22,18,Eolica Punta Ventosa,21.95
2024-02-22,18,Eolica Loma Larga,33.38
2024-02-22,18,Eolica Vientos del Sur,52.67
2024-02-22,18,Termoelectrica Bahia Norte,245.15
2024-02-22,18,Termoelectrica Valle Central,189.98
2024-02-22,18,Termoelectrica Puerto Nuevo,331.88
2024-02-22,18,Termoelectrica Costa Brava,398.58
2024-02-22,18,Termoelectrica Peninsula Gris,186.23
2024-02-22,18,Diesel Respaldo Cordillera,0.00
2024-02-22,19,Central Rio Manso Alto,226.55
2024-02-22,19,Central Salto del Pehuen,156.03
2024-02-22,19,Central Quebrada Azul,92.30
2024-02-22,19,Central Lago Ventisquero,54.34
2024-02-22,19,Central Vega Escondida,121.69
2024-02-22,19,Parque Solar Pampa Alta,21.83
2024-02-22,19,Parque Solar Llano Blanco,16.17
2024-02-22,19,Parque Solar Salar Nuevo,21.74
2024-02-22,19,Parque Solar Cerro Dorado,10.74
2024-02-22,19,Parque Solar Media Luna,0.00
2024-02-22,19,Eolica Cerro Negro,70.05
2024-02-22,19,Eolica Punta Ventosa,21.95
2024-02-22,19,Eolica Loma Larga,31.03
2024-02-22,19,Eolica Vientos del Sur,47.01
2024-02-22,19,Termoelectrica Bahia Norte,243.09
2024-02-22,19,Termoelectrica Valle Central,196.65
2024-02-22,19,Termoelectrica Puerto Nuevo,318.31
2024-02-22,19,Termoelectrica Costa Brava,418.17
2024-02-22,19,Termoelectrica Peninsula Gris,199.17
2024-02-22,19,Diesel Respaldo Cordillera,0.00
2024-02-22,20,Central Rio Manso Alto,229.86
2024-02-22,20,Central Salto del Pehuen,157.67
2024-02-22,20,Central Quebrada Azul,82.98
2024-02-22,20,Central Lago Ventisquero,54.17
2024-02-22,20,Central Vega Escondida,131.85
2024-02-22,20,Parque Solar Pampa Alta,0.00
2024-02-22,20,Parque Solar Llano Blanco,0.00
2024-02-22,20,Parque Solar Salar Nuevo,0.00
2024-02-22,20,Parque Solar Cerro Dorado,0.00
2024-02-22,20,Parque Solar Media Luna,0.00
2024-02-22,20,Eolica Cerro Negro,93.06
2024-02-22,20,Eolica Punta Ventosa,14.95
2024-02-22,20,Eolica Loma Larga,32.64
2024-02-22,20,Eolica Vientos del Sur,53.91
2024-02-22,20,Termoelectrica Bahia Norte,235.65
2024-02-22,20,Termoelectrica Valle Central,189.34
2024-02-22,20,Termoelectrica Puerto Nuevo,324.06
2024-02-22,20,Termoelectrica Costa Brava,395.44
2024-02-22,20,Termoelectrica Peninsula Gris,200.37
2024-02-22,20,Diesel Respaldo Cordillera,0.00
2024-02-22,21,Central Rio Manso Alto,222.93
2024-02-22,21,Central Salto del Pehuen,156.21
2024-02-22,21,Central Quebrada Azul,96.88
2024-02-22,21,Central Lago Ventisquero,53.99
2024-02-22,21,Central Vega Escondida,120.45
2024-02-22,21,Parque Solar Pampa Alta,0.00
2024-02-22,21,Parque Solar Llano Blanco,0.00
2024-02-22,21,Parque Solar Salar Nuevo,0.00
2024-02-22,21,Parque Solar Cerro Dorado,0.00
2024-02-22,21,Parque Solar Media Luna,0.00
2024-02-22,21,Eolica Cerro Negro,73.99
2024-02-22,21,Eolica Punta Ventosa,30.93
2024-02-22,21,Eolica Loma Larga,29.68
2024-02-22,21,Eolica Vientos del Sur,38.82
2024-02-22,21,Termoelectrica Bahia Norte,241.69
2024-02-22,21,Termoelectrica Valle Central,198.80
2024-02-22,21,Termoelectrica Puerto Nuevo,312.26
2024-02-22,21,Termoelectrica Costa Brava,407.41
2024-02-22,21,Termoelectrica Peninsula Gris,189.82
2024-02-22,21,Diesel Respaldo Cordillera,0.00
2024-02-22,22,Central Rio Manso Alto,225.87
